record_type,run,pond_position,caught_order,species,rarity,length_cm,girth_cm,weight_kg,price,pond_total_value,caught_total_value,rarity_1_count,rarity_2_count,rarity_3_count,rarity_4_count,pond_value_min,pond_value_average,pond_value_max,seed
"fish","601","43","","Common Carp","1","53","39.75","3.3497325","3.60","","","","","","","","","",""
"fish","601","44","","Tuna","3","52","37.44","2.603256686","3.73","","","","","","","","","",""
"fish","601","45","","Tuna","3","47","33.84","1.922208686","3.05","","","","","","","","","",""
"fish","601","46","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","601","47","","Common Carp","1","49","36.75","2.6471025","2.90","","","","","","","","","",""
"fish","601","48","","Atlantic Cod","2","50","31.5","1.771875","2.52","","","","","","","","","",""
"fish","601","49","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","601","50","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"pond_summary","601","","","","","","","","","105.09","20.86","38","7","5","0","","","",""
"fish","602","1","1","Atlantic Cod","2","54","34.02","2.2320522","2.98","","","","","","","","","",""
"fish","602","2","2","Atlantic Cod","2","38","23.94","0.7778106","1.53","","","","","","","","","",""
"fish","602","3","3","Bluefish","3","84","53.76","8.6704128","9.80","","","","","","","","","",""
"fish","602","4","4","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","602","5","5","Common Carp","1","47","35.25","2.3360175","2.59","","","","","","","","","",""
"fish","602","6","","Tuna","3","89","64.08","13.05199749","14.18","","","","","","","","","",""
"fish","602","7","","Atlantic Cod","2","65","40.95","3.892809375","4.64","","","","","","","","","",""
"fish","602","8","","Tuna","3","96","69.12","16.38025509","17.51","","","","","","","","","",""
"fish","602","9","","Common Carp","1","43","32.25","1.7889075","2.04","","","","","","","","","",""
"fish","602","10","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","602","11","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","602","12","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","602","13","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","602","14","","Common Carp","1","54","40.5","3.54294","3.79","","","","","","","","","",""
"fish","602","15","","Atlantic Herring","1","32","17.6","0.367122963","0.74","","","","","","","","","",""
"fish","602","16","","Common Carp","1","43","32.25","1.7889075","2.04","","","","","","","","","",""
"fish","602","17","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","602","18","","Common Carp","1","44","33","1.91664","2.17","","","","","","","","","",""
"fish","602","19","","Atlantic Cod","2","100","63","14.175","14.93","","","","","","","","","",""
"fish","602","20","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","602","21","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","602","22","","Atlantic Cod","2","47","29.61","1.471691025","2.22","","","","","","","","","",""
"fish","602","23","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","602","24","","Atlantic Cod","2","66","41.58","4.0752558","4.83","","","","","","","","","",""
"fish","602","25","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","602","26","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","602","27","","Common Carp","1","29","21.75","0.5487525","0.80","","","","","","","","","",""
"fish","602","28","","Common Carp","1","34","25.5","0.88434","1.13","","","","","","","","","",""
"fish","602","29","","Atlantic Cod","2","78","49.14","6.7267746","7.48","","","","","","","","","",""
"fish","602","30","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","602","31","","Common Carp","1","25","18.75","0.3515625","0.60","","","","","","","","","",""
"fish","602","32","","Atlantic Cod","2","96","60.48","12.5411328","13.29","","","","","","","","","",""
"fish","602","33","","Common Carp","1","40","30","1.44","1.69","","","","","","","","","",""
"fish","602","34","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","602","35","","Atlantic Cod","2","68","42.84","4.4570736","5.21","","","","","","","","","",""
"fish","602","36","","Atlantic Cod","2","96","60.48","12.5411328","13.29","","","","","","","","","",""
"fish","602","37","","Bluefish","3","45","28.8","1.333028571","2.46","","","","","","","","","",""
"fish","602","38","","Common Carp","1","49","36.75","2.6471025","2.90","","","","","","","","","",""
"fish","602","39","","Atlantic Cod","2","65","40.95","3.892809375","4.64","","","","","","","","","",""
"fish","602","40","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","602","41","","Common Carp","1","29","21.75","0.5487525","0.80","","","","","","","","","",""
"fish","602","42","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","602","43","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","602","44","","Common Carp","1","29","21.75","0.5487525","0.80","","","","","","","","","",""
"fish","602","45","","Common Carp","1","36","27","1.04976","1.30","","","","","","","","","",""
"fish","602","46","","Atlantic Cod","2","47","29.61","1.471691025","2.22","","","","","","","","","",""
"fish","602","47","","Common Carp","1","29","21.75","0.5487525","0.80","","","","","","","","","",""
"fish","602","48","","Common Carp","1","42","31.5","1.66698","1.92","","","","","","","","","",""
"fish","602","49","","Atlantic Cod","2","61","38.43","3.217455675","3.97","","","","","","","","","",""
"fish","602","50","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"pond_summary","602","","","","","","","","","162.29","17.58","33","13","4","0","","","",""
"fish","603","1","1","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","603","2","2","Common Carp","1","25","18.75","0.3515625","0.60","","","","","","","","","",""
"fish","603","3","3","Atlantic Cod","2","45","28.35","1.291696875","2.04","","","","","","","","","",""
"fish","603","4","4","Common Carp","1","31","23.25","0.6702975","0.92","","","","","","","","","",""
"fish","603","5","5","Common Carp","1","34","25.5","0.88434","1.13","","","","","","","","","",""
"fish","603","6","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","603","7","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","603","8","","Atlantic Cod","2","78","49.14","6.7267746","7.48","","","","","","","","","",""
"fish","603","9","","Common Carp","1","52","39","3.16368","3.41","","","","","","","","","",""
"fish","603","10","","Common Carp","1","36","27","1.04976","1.30","","","","","","","","","",""
"fish","603","11","","Common Carp","1","34","25.5","0.88434","1.13","","","","","","","","","",""
"fish","603","12","","Common Carp","1","25","18.75","0.3515625","0.60","","","","","","","","","",""
"fish","603","13","","Common Carp","1","37","27.75","1.1396925","1.39","","","","","","","","","",""
"fish","603","14","","Atlantic Cod","2","89","56.07","9.992935575","10.74","","","","","","","","","",""
"fish","603","15","","Common Carp","1","45","33.75","2.0503125","2.30","","","","","","","","","",""
"fish","603","16","","Atlantic Cod","2","36","22.68","0.6613488","1.41","","","","","","","","","",""
"fish","603","17","","Common Carp","1","34","25.5","0.88434","1.13","","","","","","","","","",""
"fish","603","18","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","603","19","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","603","20","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","603","21","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","603","22","","Bluefish","3","49","31.36","1.7210368","2.85","","","","","","","","","",""
"fish","603","23","","Atlantic Cod","2","64","40.32","3.7158912","4.47","","","","","","","","","",""
"fish","603","24","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","603","25","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","603","26","","Common Carp","1","39","29.25","1.3346775","1.58","","","","","","","","","",""
"fish","603","27","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","603","28","","Common Carp","1","31","23.25","0.6702975","0.92","","","","","","","","","",""
"fish","603","29","","Atlantic Cod","2","55","34.65","2.358365625","3.11","","","","","","","","","",""
"fish","603","30","","Common Carp","1","39","29.25","1.3346775","1.58","","","","","","","","","",""
"fish","603","31","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","603","32","","Common Carp","1","55","41.25","3.7434375","3.99","","","","","","","","","",""
"fish","603","33","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","603","34","","Bluefish","3","81","51.84","7.774222629","8.90","","","","","","","","","",""
"fish","603","35","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","603","36","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","603","37","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","603","38","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","603","39","","Common Carp","1","54","40.5","3.54294","3.79","","","","","","","","","",""
"fish","603","40","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","603","41","","Atlantic Cod","2","82","51.66","7.8156414","8.57","","","","","","","","","",""
"fish","603","42","","Atlantic Cod","2","53","33.39","2.110331475","2.86","","","","","","","","","",""
"fish","603","43","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","603","44","","Atlantic Cod","2","91","57.33","10.68186892","11.43","","","","","","","","","",""
"fish","603","45","","Common Carp","1","45","33.75","2.0503125","2.30","","","","","","","","","",""
"fish","603","46","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","603","47","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","603","48","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","603","49","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","603","50","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"pond_summary","603","","","","","","","","","106.48","5.32","39","9","2","0","","","",""
"fish","604","1","1","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","604","2","2","Common Carp","1","37","27.75","1.1396925","1.39","","","","","","","","","",""
"fish","604","3","3","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","604","4","4","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","604","5","5","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","604","6","","Common Carp","1","46","34.5","2.19006","2.44","","","","","","","","","",""
"fish","604","7","","Atlantic Cod","2","48","30.24","1.5676416","2.32","","","","","","","","","",""
"fish","604","8","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","604","9","","Atlantic Cod","2","47","29.61","1.471691025","2.22","","","","","","","","","",""
"fish","604","10","","Common Carp","1","27","20.25","0.4428675","0.69","","","","","","","","","",""
"fish","604","11","","Atlantic Cod","2","64","40.32","3.7158912","4.47","","","","","","","","","",""
"fish","604","12","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","604","13","","Common Carp","1","26","19.5","0.39546","0.65","","","","","","","","","",""
"fish","604","14","","Atlantic Cod","2","86","54.18","9.0160938","9.77","","","","","","","","","",""
"fish","604","15","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","604","16","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","604","17","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","604","18","","Atlantic Cod","2","79","49.77","6.988827825","7.74","","","","","","","","","",""
"fish","604","19","","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"fish","604","20","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","604","21","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","604","22","","Atlantic Cod","2","49","30.87","1.667674575","2.42","","","","","","","","","",""
"fish","604","23","","Atlantic Cod","2","86","54.18","9.0160938","9.77","","","","","","","","","",""
"fish","604","24","","Common Carp","1","32","24","0.73728","0.99","","","","","","","","","",""
"fish","604","25","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","604","26","","Atlantic Cod","2","36","22.68","0.6613488","1.41","","","","","","","","","",""
"fish","604","27","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","604","28","","Atlantic Cod","2","88","55.44","9.6598656","10.41","","","","","","","","","",""
"fish","604","29","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","604","30","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","604","31","","Atlantic Cod","2","83","52.29","8.105080725","8.86","","","","","","","","","",""
"fish","604","32","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","604","33","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","604","34","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"fish","604","35","","Atlantic Cod","2","52","32.76","1.9931184","2.74","","","","","","","","","",""
"fish","604","36","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","604","37","","Common Carp","1","48","36","2.48832","2.74","","","","","","","","","",""
"fish","604","38","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","604","39","","Common Carp","1","39","29.25","1.3346775","1.58","","","","","","","","","",""
"fish","604","40","","Atlantic Cod","2","47","29.61","1.471691025","2.22","","","","","","","","","",""
"fish","604","41","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","604","42","","Atlantic Cod","2","100","63","14.175","14.93","","","","","","","","","",""
"fish","604","43","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","604","44","","Atlantic Cod","2","37","23.31","0.718006275","1.47","","","","","","","","","",""
"fish","604","45","","Atlantic Herring","1","29","15.95","0.2732471296","0.65","","","","","","","","","",""
"fish","604","46","","Common Carp","1","40","30","1.44","1.69","","","","","","","","","",""
"fish","604","47","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","604","48","","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","604","49","","Common Carp","1","35","26.25","0.9646875","1.21","","","","","","","","","",""
"fish","604","50","","Atlantic Cod","2","63","39.69","3.544416225","4.29","","","","","","","","","",""
"pond_summary","604","","","","","","","","","114.81","3.46","35","15","0","0","","","",""
"fish","605","1","1","Common Carp","1","25","18.75","0.3515625","0.60","","","","","","","","","",""
"fish","605","2","2","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"fish","605","3","3","Atlantic Cod","2","68","42.84","4.4570736","5.21","","","","","","","","","",""
"fish","605","4","4","Atlantic Cod","2","54","34.02","2.2320522","2.98","","","","","","","","","",""
"fish","605","5","5","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","605","6","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","605","7","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","605","8","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","605","9","","Atlantic Cod","2","40","25.2","0.9072","1.66","","","","","","","","","",""
"fish","605","10","","Common Carp","1","40","30","1.44","1.69","","","","","","","","","",""
"fish","605","11","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","605","12","","Common Carp","1","34","25.5","0.88434","1.13","","","","","","","","","",""
"fish","605","13","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","605","14","","Atlantic Cod","2","80","50.4","7.2576","8.01","","","","","","","","","",""
"fish","605","15","","Atlantic Cod","2","96","60.48","12.5411328","13.29","","","","","","","","","",""
"fish","605","16","","Atlantic Herring","1","35","19.25","0.4803587963","0.86","","","","","","","","","",""
"fish","605","17","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","605","18","","Atlantic Cod","2","35","22.05","0.607753125","1.36","","","","","","","","","",""
"fish","605","19","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","605","20","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","605","21","","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"fish","605","22","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","605","23","","Atlantic Cod","2","73","45.99","5.514315975","6.26","","","","","","","","","",""
"fish","605","24","","Common Carp","1","36","27","1.04976","1.30","","","","","","","","","",""
"fish","605","25","","Common Carp","1","42","31.5","1.66698","1.92","","","","","","","","","",""
"fish","605","26","","Common Carp","1","50","37.5","2.8125","3.06","","","","","","","","","",""
"fish","605","27","","Tuna","3","111","79.92","25.32071109","26.45","","","","","","","","","",""
"fish","605","28","","Atlantic Cod","2","90","56.7","10.333575","11.08","","","","","","","","","",""
"fish","605","29","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","605","30","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","605","31","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","605","32","","Atlantic Cod","2","42","26.46","1.0501974","1.80","","","","","","","","","",""
"fish","605","33","","Atlantic Cod","2","82","51.66","7.8156414","8.57","","","","","","","","","",""
"fish","605","34","","Atlantic Cod","2","80","50.4","7.2576","8.01","","","","","","","","","",""
"fish","605","35","","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","605","36","","Tuna","3","101","72.72","19.07528709","20.20","","","","","","","","","",""
"fish","605","37","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","605","38","","Common Carp","1","47","35.25","2.3360175","2.59","","","","","","","","","",""
"fish","605","39","","Atlantic Herring","1","32","17.6","0.367122963","0.74","","","","","","","","","",""
"fish","605","40","","Atlantic Cod","2","80","50.4","7.2576","8.01","","","","","","","","","",""
"fish","605","41","","Atlantic Cod","2","45","28.35","1.291696875","2.04","","","","","","","","","",""
"fish","605","42","","Common Carp","1","28","21","0.49392","0.74","","","","","","","","","",""
"fish","605","43","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","605","44","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","605","45","","Common Carp","1","45","33.75","2.0503125","2.30","","","","","","","","","",""
"fish","605","46","","Atlantic Cod","2","76","47.88","6.2224848","6.97","","","","","","","","","",""
"fish","605","47","","Common Carp","1","49","36.75","2.6471025","2.90","","","","","","","","","",""
"fish","605","48","","Atlantic Cod","2","73","45.99","5.514315975","6.26","","","","","","","","","",""
"fish","605","49","","Bluefish","3","83","53.12","8.364426971","9.49","","","","","","","","","",""
"fish","605","50","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
"pond_summary","605","","","","","","","","","179.63","9.96","32","15","3","0","","","",""
"fish","606","1","1","Atlantic Cod","2","75","47.25","5.980078125","6.73","","","","","","","","","",""
"fish","606","2","2","Atlantic Cod","2","78","49.14","6.7267746","7.48","","","","","","","","","",""
"fish","606","3","3","Atlantic Cod","2","64","40.32","3.7158912","4.47","","","","","","","","","",""
"fish","606","4","4","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","606","5","5","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","606","6","","Common Carp","1","31","23.25","0.6702975","0.92","","","","","","","","","",""
"fish","606","7","","Pacific Sardine","1","21","13.02","0.1695204","0.54","","","","","","","","","",""
"fish","606","8","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","606","9","","Atlantic Cod","2","73","45.99","5.514315975","6.26","","","","","","","","","",""
"fish","606","10","","Bluefish","3","49","31.36","1.7210368","2.85","","","","","","","","","",""
"fish","606","11","","Atlantic Cod","2","55","34.65","2.358365625","3.11","","","","","","","","","",""
"fish","606","12","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","606","13","","Common Carp","1","28","21","0.49392","0.74","","","","","","","","","",""
"fish","606","14","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","606","15","","Pacific Sardine","1","19","11.78","0.1255523619","0.50","","","","","","","","","",""
"fish","606","16","","Common Carp","1","42","31.5","1.66698","1.92","","","","","","","","","",""
"fish","606","17","","Lanternfish","4","13","6.5","0.02288541667","1.52","","","","","","","","","",""
"fish","606","18","","Atlantic Cod","2","65","40.95","3.892809375","4.64","","","","","","","","","",""
"fish","606","19","","Common Carp","1","25","18.75","0.3515625","0.60","","","","","","","","","",""
"fish","606","20","","Atlantic Herring","1","34","18.7","0.4403503704","0.82","","","","","","","","","",""
"fish","606","21","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","606","22","","Common Carp","1","40","30","1.44","1.69","","","","","","","","","",""
"fish","606","23","","Common Carp","1","43","32.25","1.7889075","2.04","","","","","","","","","",""
"fish","606","24","","Atlantic Cod","2","71","44.73","5.073388425","5.82","","","","","","","","","",""
"fish","606","25","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","606","26","","Atlantic Cod","2","90","56.7","10.333575","11.08","","","","","","","","","",""
"fish","606","27","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","606","28","","Common Carp","1","28","21","0.49392","0.74","","","","","","","","","",""
"fish","606","29","","Common Carp","1","31","23.25","0.6702975","0.92","","","","","","","","","",""
"fish","606","30","","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"fish","606","31","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","606","32","","Common Carp","1","30","22.5","0.6075","0.86","","","","","","","","","",""
"fish","606","33","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","606","34","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","606","35","","Common Carp","1","49","36.75","2.6471025","2.90","","","","","","","","","",""
"fish","606","36","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","606","37","","Atlantic Herring","1","32","17.6","0.367122963","0.74","","","","","","","","","",""
"fish","606","38","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","606","39","","Atlantic Cod","2","44","27.72","1.2074832","1.96","","","","","","","","","",""
"fish","606","40","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","606","41","","Atlantic Cod","2","50","31.5","1.771875","2.52","","","","","","","","","",""
"fish","606","42","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","606","43","","Pacific Sardine","1","24","14.88","0.2530450286","0.63","","","","","","","","","",""
"fish","606","44","","Atlantic Cod","2","38","23.94","0.7778106","1.53","","","","","","","","","",""
"fish","606","45","","Common Carp","1","53","39.75","3.3497325","3.60","","","","","","","","","",""
"fish","606","46","","Atlantic Cod","2","43","27.09","1.127011725","1.88","","","","","","","","","",""
"fish","606","47","","Atlantic Cod","2","58","36.54","2.7657126","3.52","","","","","","","","","",""
"fish","606","48","","Atlantic Cod","2","58","36.54","2.7657126","3.52","","","","","","","","","",""
"fish","606","49","","Atlantic Cod","2","93","58.59","11.40176048","12.15","","","","","","","","","",""
"fish","606","50","","Tuna","3","97","69.84","16.89748869","18.02","","","","","","","","","",""
"pond_summary","606","","","","","","","","","128.80","19.94","32","15","2","1","","","",""
"fish","607","1","1","Atlantic Cod","2","62","39.06","3.3782994","4.13","","","","","","","","","",""
"fish","607","2","2","Common Carp","1","36","27","1.04976","1.30","","","","","","","","","",""
"fish","607","3","3","Atlantic Herring","1","26","14.3","0.1969162963","0.57","","","","","","","","","",""
"fish","607","4","4","Atlantic Herring","1","31","17.05","0.333769537","0.71","","","","","","","","","",""
"fish","607","5","5","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","607","6","","Atlantic Cod","2","68","42.84","4.4570736","5.21","","","","","","","","","",""
"fish","607","7","","Bluefish","3","65","41.6","4.017371429","5.14","","","","","","","","","",""
"fish","607","8","","Pacific Sardine","1","18","11.16","0.1067533714","0.48","","","","","","","","","",""
"fish","607","9","","Lanternfish","4","13","6.5","0.02288541667","1.52","","","","","","","","","",""
"fish","607","10","","Common Carp","1","55","41.25","3.7434375","3.99","","","","","","","","","",""
"fish","607","11","","Atlantic Herring","1","28","15.4","0.2459437037","0.62","","","","","","","","","",""
"fish","607","12","","Atlantic Cod","2","100","63","14.175","14.93","","","","","","","","","",""
"fish","607","13","","Atlantic Cod","2","86","54.18","9.0160938","9.77","","","","","","","","","",""
"fish","607","14","","Common Carp","1","35","26.25","0.9646875","1.21","","","","","","","","","",""
"fish","607","15","","Common Carp","1","45","33.75","2.0503125","2.30","","","","","","","","","",""
"fish","607","16","","Pacific Sardine","1","23","14.26","0.2227140381","0.60","","","","","","","","","",""
"fish","607","17","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","607","18","","Atlantic Cod","2","97","61.11","12.93713977","13.69","","","","","","","","","",""
"fish","607","19","","Common Carp","1","52","39","3.16368","3.41","","","","","","","","","",""
"fish","607","20","","Atlantic Cod","2","67","42.21","4.263315525","5.01","","","","","","","","","",""
"fish","607","21","","Atlantic Herring","1","32","17.6","0.367122963","0.74","","","","","","","","","",""
"fish","607","22","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","607","23","","Common Carp","1","36","27","1.04976","1.30","","","","","","","","","",""
"fish","607","24","","Atlantic Cod","2","100","63","14.175","14.93","","","","","","","","","",""
"fish","607","25","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","607","26","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","607","27","","Pacific Sardine","1","22","13.64","0.1949091048","0.57","","","","","","","","","",""
"fish","607","28","","Pacific Sardine","1","20","12.4","0.1464380952","0.52","","","","","","","","","",""
"fish","607","29","","Atlantic Cod","2","80","50.4","7.2576","8.01","","","","","","","","","",""
"fish","607","30","","Atlantic Herring","1","32","17.6","0.367122963","0.74","","","","","","","","","",""
"fish","607","31","","Atlantic Herring","1","27","14.85","0.2205225","0.60","","","","","","","","","",""
"fish","607","32","","Pacific Sardine","1","25","15.5","0.2860119048","0.66","","","","","","","","","",""
"fish","607","33","","Atlantic Cod","2","54","34.02","2.2320522","2.98","","","","","","","","","",""
"fish","607","34","","Atlantic Cod","2","39","24.57","0.840846825","1.59","","","","","","","","","",""
"fish","607","35","","Atlantic Cod","2","85","53.55","8.705221875","9.46","","","","","","","","","",""
"fish","607","36","","Atlantic Herring","1","33","18.15","0.4026275","0.78","","","","","","","","","",""
"fish","607","37","","Atlantic Herring","1","30","16.5","0.3025","0.68","","","","","","","","","",""
